LastName*,FirstName*,Age*,Kids*,Married,SocialSecurityNum*
HENDRIX,ROCHELL,032,01,0,160486396
LONG,VANIA,035,03,0,462780693
WILSON,INOCENCIA,039,01,1,240916840
HEBERT,ALBINA,002,01,0,237914529
MCKEE,RANEE,029,01,0,973320816
TUCKER,AYANNA,002,00,1,852663201
HERNANDEZ,KENDRICK,039,00,1,055408844
CHAVEZ,DESPINA,063,01,0,608432814
HORTON,VICKY,049,00,1,353112805
CLARKE,ERWIN,045,03,1,638165889
DENNIS,TRENT,001,01,0,310343996
BURCH,RHIANNON,028,00,1,142490149
BLEVINS,DEON,008,04,1,263435754
WALLS,LLOYD,058,01,0,743057374
NOBLE,DELENA,078,01,1,222901034
CONWAY,ARDELLA,035,02,1,408380974
STRONG,WERNER,008,01,0,664389182
MCLAUGHLIN,JENIFFER,035,02,1,019028581
SIMS,VAN,029,02,1,009030832
WILKINS,MARIANNE,045,03,1,306819312
MADDOX,ELEANOR,007,02,0,538147432
BRADFORD,LIEN,054,00,1,529767074
PARKS,MCKENZIE,074,01,0,717769178
MENDOZA,AURELIO,010,00,1,602079093
FREEMAN,STAR,027,01,1,193667552
SCHNEIDER,MARITZA,047,02,0,045490282
CARROLL,MICKEY,055,01,0,625700281
RANGEL,DELICIA,039,01,0,404218232
CLINE,LOTTIE,017,01,1,003335128
THORNTON,MOZELLE,059,02,0,151105817
KOCH,GINA,042,00,1,155885350
GLENN,MICHAL,052,03,1,878764756
GRANT,CARL,040,01,1,322406318
ROGERS,ROXANA,048,00,0,503471753
LEE,SHIELA,003,02,0,179180038
DAVID,DOMENICA,030,00,0,537412518
GREENE,HERMILA,043,02,1,104969703
RHODES,ALIX,063,00,1,283304583
OCONNOR,CARLI,028,01,1,302347469
HALL,NGUYET,039,03,1,028221651
STANLEY,CYNTHIA,017,02,0,493900120
BRADFORD,KIA,045,02,1,969962838
GATES,SUZIE,055,00,0,331873324
DODSON,RENEE,026,03,1,350897828
CRAIG,WILLIE,046,00,0,263834325
MYERS,MAFALDA,036,00,1,045985756
SUTTON,NIDA,023,03,0,621868828
ESCOBAR,SHARELL,056,01,1,657796940
CONRAD,SHYLA,065,01,1,313087788
HUNT,WAN,051,01,0,007371682
MICHAEL,LATIA,075,00,1,089035122
MCCULLOUGH,MIRTA,013,01,0,065205380
HIGGINS,ALEXANDER,011,00,0,114002456
COSTA,MARIBETH,011,02,0,031190169
RASMUSSEN,NOELLA,051,02,1,012770242
MELENDEZ,SEASON,053,00,0,496531406
HESTER,ROSEANNA,053,01,1,073287403
HUDSON,MOLLY,013,02,1,557983862
WRIGHT,DONNETTA,001,01,0,066633998
JENKINS,JENNINE,050,03,1,551770112
WATKINS,MARITA,060,00,0,843148958
BARNETT,REUBEN,076,01,0,049337590
TRUJILLO,GORDON,028,02,0,265957212
STONE,JOHANNE,037,02,0,000888118
BAKER,CARMELA,044,03,1,302232402
FRANCIS,CHESTER,051,00,0,291661995
HULL,LEOLA,058,03,1,059895540
DURHAM,SCOTT,019,01,1,126956596
SANTOS,DEE,051,01,0,338078143
CHURCH,PEARLIE,040,03,1,279234362
HURST,PATRICA,007,01,0,790464388
BROWN,KIERA,052,03,1,175182361
BOONE,GRAIG,044,00,1,616093430
REESE,IESHA,033,03,1,470085981
GOLDEN,AJA,042,03,1,812578130
JAMES,CHESTER,100,00,1,028153118
ACOSTA,WENDIE,054,02,1,109444400
CHRISTENSEN,CICELY,039,00,0,322966209
FISCHER,TOMEKA,021,03,0,036783453
PECK,PATTIE,006,00,0,357043967
YOUNG,SHIN,046,02,0,021059307
CORTEZ,TREY,048,00,1,844014460
PRICE,DUNCAN,013,00,1,419849816
RAYMOND,LADY,113,00,0,661929562
FOX,MILA,025,03,0,843936679
NOBLE,KIMI,032,02,0,141281595
MARKS,ELISHA,054,01,0,105737964
ROTH,NICK,056,02,0,100278903
GREEN,WINSTON,040,01,1,853338646
MALDONADO,ZACKARY,016,01,1,039810004
CARTER,CINTHIA,008,01,0,222010393
BECK,ROY,032,02,1,189340157
PENNINGTON,SHERRIE,051,02,1,194423752
VILLA,JOANE,053,03,0,088225980
DAVIES,MILLARD,062,03,1,126083776
VILLARREAL,KAMALA,049,01,1,274562212
BANKS,FRANCISCO,025,00,1,352728026
PATTON,WILSON,040,03,0,533099938
SOLOMON,SETH,059,01,1,247504681
GARDNER,BEVERLEY,007,03,1,029920091
MUNOZ,LAVINIA,093,02,1,220660060
MERRITT,CEDRICK,080,00,0,014603883
MCDANIEL,ADINA,017,02,0,666846697
CHAVEZ,JEANNE,024,02,1,064688617
CUMMINGS,VETA,006,00,1,001936098
DICKERSON,ANTONETTA,044,00,0,301143172
MANN,MAGDALENA,059,00,0,120917742
HAHN,DAVE,036,01,0,358756420
RIVAS,WALTER,018,03,1,006217314
REYES,CHANELLE,058,03,0,190758902
FERGUSON,LEIGHA,036,01,0,070402006
NORMAN,THERESSA,021,00,1,456645749
GAY,WALKER,057,00,0,183621672
TUCKER,LAWANA,054,03,0,275888304
SANTIAGO,NAOMA,016,03,1,000168609
KLEIN,SHENITA,057,02,1,095716163
GIBSON,JAMILA,045,02,0,016905260
MITCHELL,FREDDIE,015,01,0,264100721
FERRELL,JOSEPH,049,02,1,572936456
MCCLAIN,AUSTIN,038,01,0,834765741
OROZCO,LEEANNE,070,01,0,285111763
JONES,IGNACIO,033,01,0,659843105
COBB,OZIE,014,00,1,053167980
BARNETT,DEREK,058,01,1,074126390
KEITH,GEORGEANN,016,01,1,079990469
WOODWARD,VINA,026,01,1,249695527
ELLIOTT,LANI,026,03,0,030014008
GARCIA,SHOSHANA,012,02,1,557927744
INGRAM,FRANCIS,057,01,0,273732523
MORSE,HENRY,077,04,1,191264886
SHELTON,BEE,107,00,0,009955791
FLOYD,SELINA,048,01,1,000253837
SCHULTZ,DEVIN,034,02,1,048114441
ARIAS,KATHEY,022,03,0,057713455
DANIEL,WILLIAN,031,02,1,683672717
HAYES,KATHI,024,00,0,476202924
RUSH,CHARIS,010,03,0,009595851
VALENCIA,MITCHEL,013,01,0,166976373
DORSEY,SHAWN,063,00,0,235933689
HUERTA,SEASON,020,03,1,339786521
MUELLER,KATHRINE,041,00,1,910848575
BANKS,AMIRA,025,00,1,085380317
DELGADO,MICHAELA,015,00,0,427808383
MIRANDA,NEELY,019,02,0,002157809
COMBS,DEVON,030,01,0,225187744
FITZPATRICK,STEFANY,039,00,1,043554250
SIMON,ELLIS,053,03,1,101683350
WATSON,QIANA,027,01,1,320855612
OCONNELL,BEVERLEY,088,02,0,557950007
KENT,SHAVONNE,047,00,1,019312827
ERICKSON,EVELIN,052,02,0,263949686
HARDY,PERRY,031,00,1,149751980
RIGGS,SHARRI,013,03,0,931108633
MCCALL,JANNET,005,01,1,274505822
REESE,PIPER,013,03,1,087779912
SAUNDERS,TANDRA,013,01,0,431140516
HENDRICKS,EVAN,005,02,1,458251730
KELLER,WILBER,036,01,0,205856972
GIBBS,KATHRYN,023,00,0,255165196
KNAPP,HYACINTH,071,01,0,203146254
MATHEWS,MORGAN,054,02,0,762096912
MATA,RANAE,045,03,0,387836715
MCDANIEL,WILLARD,020,00,1,435063618
MONTES,NOEL,042,03,0,037756446
SOSA,JONNIE,026,03,0,069304445
GUTIERREZ,ELMER,054,02,1,519329352
LAWRENCE,AUDIE,002,01,0,140088790
LEBLANC,LUCINA,012,01,1,000120911
DYER,SENAIDA,065,00,0,241228942
RUSSELL,EZEKIEL,049,00,0,041956197
HUBER,JULIEANN,027,09,1,043618473
HANSON,HUE,045,03,0,080124138
JOHNS,SHERLENE,030,03,0,212611833
HOUSE,MICAH,058,06,0,223608720
FISHER,JUSTINE,017,02,1,036430227
ARIAS,CHRISTEN,010,01,0,234356663
DEAN,JANNA,057,00,0,299695103
GILLESPIE,MADONNA,048,01,1,333054344
LUTZ,CORDELL,046,07,0,110805496
VILLA,VALARIE,016,01,1,150885304
IRWIN,OMEGA,007,01,0,092630426
LAMBERT,RANDY,026,01,1,453430826
PACE,LINWOOD,078,02,0,095209723
DELEON,BASILIA,031,00,1,013506237
MCDANIEL,DIA,005,01,0,113151432
BOWMAN,BRANT,001,03,0,964813478
AGUIRRE,DORTHY,076,00,1,277701193
HENRY,LOURDES,049,02,1,243874119
MCLEAN,LOTTIE,002,00,0,107932376
WASHINGTON,SUN,016,04,0,010921555
NOVAK,BETTY,030,02,1,449067876
DUNN,RAFAELA,044,09,0,021043873
JORDAN,KIRK,060,03,1,267297772
JOHNS,SHAWN,040,04,1,522367881
ODONNELL,EUGENA,030,02,1,036507831
RUSSO,FLORENE,057,02,0,669220549
TUCKER,VERGIE,009,00,0,318865228
MARQUEZ,VINCENT,017,02,1,017050766
SLOAN,LIONEL,078,01,0,520856601
SERRANO,NICOLETTE,033,02,0,271945383
FITZPATRICK,JOELLE,043,01,1,045869623
HODGE,DELMA,064,03,1,155980984
MORENO,EDELMIRA,057,03,0,150223993
RUSSELL,OUIDA,022,03,0,576491642
WALTON,LUZ,054,02,1,918192925
CABRERA,PEDRO,007,02,0,120924282
CORTEZ,BREANA,079,01,0,048624110
BELTRAN,ANTONY,018,01,0,775765283
BROOKS,PATSY,039,03,0,087231292
FIGUEROA,SEYMOUR,041,02,0,328455425
WARREN,WENONA,043,03,1,681286789
ELLIS,BEV,031,03,0,767298694
ZIMMERMAN,AMAL,050,00,0,367634577
KRAUSE,SUELLEN,043,00,0,267984471
GENTRY,FRANCENE,023,00,0,163461868
SIMPSON,TWANNA,014,00,0,129360592
WEISS,MAGDALEN,056,02,1,170685388
BROOKS,NADENE,001,02,1,374446573
VEGA,LOTTIE,113,02,0,545424134
SNOW,CHARISSE,013,01,0,340994472
LIN,SONIA,002,01,1,120725445
DIAZ,JUSTA,035,02,1,403511732
JACOBS,GORDON,022,00,0,477798833
COOKE,GUADALUPE,049,00,1,013437585
KEY,MOSHE,051,02,0,549970116
KERR,DEBRA,017,00,1,088944754
RILEY,KATRINA,028,03,0,372050538
SCHNEIDER,CYNTHIA,002,01,0,041928528
ELLIOTT,DARA,027,02,1,047184092
WHITEHEAD,ELIJAH,069,02,1,692085422
FLOYD,JADA,060,03,0,108370177
HAYS,SETSUKO,030,00,1,237948863
WINTERS,LAKIA,003,02,0,088368685
PINEDA,DORI,014,03,0,097731892
OLSON,LEON,059,00,0,044226241
LIN,SARA,055,01,0,525774039
GOMEZ,LOREN,003,01,1,231754812
WALKER,CRAIG,055,02,0,107900545
BOOKER,NEREIDA,050,03,1,643760293
ROBBINS,DARIUS,052,01,1,016780494
RANDOLPH,ALEJANDRINA,048,00,1,034483689
HUANG,KIRBY,060,03,1,112662809
BERRY,LORRINE,008,00,0,852404097
TYLER,CLEMENCIA,053,03,0,256622401
DUNN,ADAH,048,00,0,245309782
MERRITT,JARVIS,030,00,1,147563711
ROBINSON,WILSON,029,00,1,384934230
HUNTER,JENEVA,003,03,0,020906585
WEBB,DENNISE,077,00,1,014060920
CRAIG,EMMIE,034,02,1,022499910
HULL,JACINTA,039,03,1,279138922
JIMENEZ,BRIGETTE,041,03,0,029976977
LYONS,WALTRAUD,060,03,1,421751790
COLE,OLGA,022,03,1,443185570
HORTON,EVELINE,030,01,0,223786135
BANKS,NUBIA,065,01,0,717182285
NOVAK,SEYMOUR,015,01,0,236452042
CALHOUN,DONNIE,039,03,0,018132302
GRIFFITH,SHONA,034,03,1,196140083
HARTMAN,JEWELL,035,02,0,304945023
MACK,GERTRUDIS,036,00,1,078464441
WOOD,QUINTIN,036,03,1,423540425
SHIELDS,BETHANIE,031,03,1,026926363
WINTERS,NORMAN,019,01,0,559808397
DALTON,JANELLE,019,03,1,299141885
CANNON,CARLEY,022,08,0,489779052
PRATT,MARCIE,021,00,1,685267615
BUCKLEY,ARLEN,098,00,0,500976691
COLLIER,SHALONDA,044,02,1,026133798
REID,GERTUDE,003,02,0,761389054
LEWIS,STACEE,027,01,0,119067272
WHEELER,SHENNA,037,02,0,153902859
PATRICK,ASIA,025,03,1,093095504
SOTO,GAYNELL,010,03,0,112783478
SPARKS,ANGELIKA,013,02,0,146277158
HUGHES,GAIL,006,03,0,006778089
JONES,KATHLENE,049,02,1,149864185
ARNOLD,CORRINE,101,00,1,054427268
WRIGHT,BRINDA,013,01,1,039706200
WILCOX,CORINNA,057,01,0,143105618
COPELAND,JOHNNY,051,03,1,037766794
ALEXANDER,PHOEBE,015,02,0,056066981
WATKINS,ISIS,042,03,0,498714332
HAMILTON,KAROL,030,00,1,004891089
SPEARS,TED,015,01,0,028084904
ROWLAND,SHANIQUA,056,03,1,907272200
GONZALEZ,LUCIUS,024,01,1,104612130
WARE,MALKA,005,03,1,019574785
THOMAS,GEORGANN,048,01,0,191143477
BREWER,JOIE,040,00,0,406046396
MENDEZ,JESUS,022,02,1,003655047
KEY,KETURAH,014,03,1,009740672
DIXON,RUBIE,033,03,0,060262386
SHAH,RIVKA,004,01,1,100086951
HILL,COLETTA,009,03,0,013359255
ABBOTT,KIT,050,01,0,086593880
GUZMAN,ROGER,029,01,1,597244074
BLAKE,JOHN,053,00,1,456072891
GROSS,RODNEY,032,01,0,099615482
SIMMONS,LIBERTY,017,02,1,622979820
PARSONS,SUDIE,005,01,1,049444640
DUDLEY,CHERISE,028,01,0,085007674
BECK,HIPOLITO,007,00,0,483497578
WARE,NATHANIEL,020,02,1,607230446
MULLEN,VALORIE,003,03,0,014223839
KNAPP,LEIGH,080,00,0,281660146
PAGE,PRECIOUS,053,00,1,017639670
WASHINGTON,PHYLIS,018,00,0,398005908
BOYLE,ELLENA,053,00,0,321748621
GILBERT,NOEL,022,03,0,062996245
MCCANN,DALTON,015,02,0,046669511
HEATH,JONA,004,00,1,392534248
BENNETT,COLIN,054,01,0,149630883
PRATT,GERTRUD,074,02,1,050184516
HOOVER,MAYME,002,02,1,052098174
MATTHEWS,EDDA,033,01,1,244177287
BOWERS,MARNIE,007,03,1,143395722
CARPENTER,EMERITA,114,01,0,101042509
BRADLEY,MARVEL,038,02,0,548372373
BROOKS,CLARISSA,011,00,1,477701203
RAMSEY,BURT,018,03,1,067132392
BLAIR,GEORGETTE,064,03,0,942704239
BUCKLEY,CHARLOTT,018,03,1,064768095
SHERMAN,KAMALA,034,00,0,028509885
GALLAGHER,LUBA,021,02,0,036485460
DRAKE,CALEB,009,01,0,343983481
GENTRY,STEPHANI,041,00,1,044914319
RICHARDSON,BEATRICE,003,01,0,124136491
FOWLER,RYAN,020,03,0,002532290
AUSTIN,WANDA,010,00,1,027581886
MCKAY,CAROYLN,029,00,1,266777754
DANIELS,ESTER,003,03,0,632546224
JACOBSON,ELLAMAE,042,01,0,409893975
BENTLEY,MARA,101,02,0,042742997
BROCK,PAULENE,045,00,0,153258010
FOWLER,JEWEL,001,03,0,796159744
THOMPSON,JANEY,048,00,1,342826984
CLARK,DAISEY,038,02,0,949532585
COLON,RAVEN,040,01,1,226870256
PHELPS,CHAUNCEY,023,03,0,584168569
ARCHER,NEREIDA,047,01,0,017795587
HEBERT,JAN,047,01,1,133098873
JOHNSON,GEORGIANNA,006,00,0,098668715
BRANDT,LOUISA,006,00,1,461187407
MCNEIL,HERMINA,049,02,0,074977672
GARRETT,QUEENIE,045,03,1,052498050
HARRINGTON,COLTON,053,02,1,100591852
BLEVINS,DEBERA,015,01,1,018591345
PETTY,ELVIA,022,01,0,662549414
GRANT,FEDERICO,029,01,1,478872359
FERRELL,STACI,049,02,0,070460002
SUTTON,PILAR,017,01,0,828119474
GUERRA,NEOMA,025,00,1,019336833
CHAN,MONET,001,02,1,923533884
SCHROEDER,ERMELINDA,045,01,0,411327690
ROSARIO,MARIANNE,017,01,1,930709152
BAUER,DOUGLAS,045,01,0,012284254
SCHAEFER,WANETTA,011,00,0,229389302
BLACK,PERRY,039,00,0,164083887
SHEPPARD,REATHA,014,01,1,394575687
ODOM,IONE,001,03,0,343785000
JENSEN,AILENE,006,02,0,079785210
RANGEL,GEARLDINE,020,01,1,125607541
MCCORMICK,JACINTO,026,03,1,561423655
HUBER,DION,007,03,1,044430640
VANCE,PRINCESS,050,00,0,245431558
CLEMENTS,EMMALINE,057,01,1,335215005
DELEON,PRINCE,027,03,0,117996671
POPE,BELKIS,032,00,0,112914621
TRUJILLO,AUGUSTINE,068,01,0,026207469
WILKERSON,BELLE,071,00,1,361040158
CHUNG,MARTH,004,02,1,016241313
BARRERA,KLARA,042,02,0,080037596
BUCK,NYDIA,032,03,0,402184516
CLARK,KALLIE,021,03,1,279349599
BLANKENSHIP,MARIAN,037,00,1,163720449
ROBERSON,VALRIE,020,00,1,357570973
DOMINGUEZ,BRITTANI,004,05,0,347894911
INGRAM,MAX,002,00,0,903660550
LITTLE,ASUNCION,058,01,0,565875640
STEPHENSON,YUKI,003,03,1,025640668
GUERRA,ANNETTA,033,01,0,337260076
GILES,RANDAL,013,01,0,580879027
HURST,MINNA,053,00,1,114082099
DRAKE,CEDRIC,054,00,0,196576256
WILCOX,YOUNG,038,03,0,383923834
FIELDS,MAGDA,053,00,1,282301432
BEST,KIM,012,02,0,001891994
ALEXANDER,ARLIE,006,03,0,045090954
MCKINNEY,ALANNA,047,03,0,133596315
SILVA,LUDIE,002,02,1,202899775
VAZQUEZ,ELENA,021,02,1,106067273
JOHNSON,MIGUELINA,062,03,0,040608960
STRICKLAND,COLETTE,050,01,1,625253393
BURNETT,SUSANN,023,03,0,015516664
BOONE,PENNY,070,02,1,135312263
BRENNAN,NOELLA,027,03,1,322318671
WEEKS,DENEEN,059,01,1,874251709
NORTON,SHAYNA,021,03,0,700645763
PUGH,HENRY,063,02,0,460716235
LOGAN,IRA,005,02,0,177329018
STEELE,SHANTI,030,03,1,276414449
THORNTON,DANIEL,063,03,1,397801690
MONROE,ROSALVA,040,01,0,126355227
HOWELL,HOYT,058,00,1,005539390
MURILLO,FRANCES,011,02,1,325098217
ANDERSON,WYNONA,038,02,0,637236498
PARSONS,JANAE,038,03,1,077842089
MORGAN,LUCILLE,050,03,0,193160747
REILLY,EMMIE,051,00,0,150024869
ROMAN,GILLIAN,032,00,0,425493371
MORAN,RUFINA,045,00,0,109759804
BRAY,BRANDY,050,03,0,003995088
JOHNSTON,TASIA,024,02,1,018061534
FINLEY,LINA,039,01,1,044995083
GOULD,JUDE,016,01,0,119545450
MAXWELL,GRAYCE,012,00,0,088091225
ESTRADA,ALEISHA,059,02,1,016805754
HERMAN,ROD,026,03,0,907049066
HOBBS,MCKENZIE,018,02,0,044684433
DUNN,CASIMIRA,001,00,0,490266441
PACHECO,NICOLE,054,01,1,184085407
BAIRD,NELDA,038,02,1,023659856
LEONARD,KELSIE,038,00,0,644436723
LYONS,DREW,041,00,1,021195598
REYES,KAROLINE,039,02,1,041061567
PIERCE,KYM,038,01,0,885825462
CURRY,DORI,036,01,0,328780711
STEPHENS,DARLA,041,01,0,497183007
MCCLURE,BRITTNEY,056,02,1,362459779
BARRERA,DREW,056,03,0,050967941
CERVANTES,LASHAUNDA,037,00,1,082371197
RIGGS,TERENCE,027,00,1,144651788
SELLERS,KENNETH,001,01,1,550450300
CLARK,MARCI,025,03,0,339930584
KRUEGER,GENNY,011,02,0,364912341
NEWMAN,REBECKA,046,02,0,011812374
JACOBSON,ZULA,060,03,1,574399172
MOSLEY,LILIA,045,00,0,502721693
HEATH,ILONA,051,01,0,314101979
LUCERO,TYRONE,003,00,0,000625013
LOGAN,SHELLIE,022,00,0,134911092
MAYER,BILLI,012,02,1,398334410
OWENS,VERN,001,01,1,377002223
FERRELL,RONALD,029,00,1,137663979
FROST,VENESSA,011,01,1,282345808
PARRISH,VICTOR,058,03,0,622096149
LEWIS,GINA,007,02,0,258344993
OLSEN,AURELIO,058,02,0,022346890
MONTES,KEIKO,053,01,0,203023139
BASS,GIDGET,004,02,0,092107405
NORTON,LUCILLA,018,00,1,500410561
HANNA,MARIELLA,040,00,1,189807164
PETERSEN,SAMMY,053,01,0,086228640
VELEZ,DANETTE,053,00,1,167440112
KING,KIMBER,052,03,0,185761529
POLLARD,LUTHER,044,02,0,176092064
MOSS,CAROLINA,013,00,0,528774243
FRYE,ZOE,038,02,1,285427585
CHAVEZ,LOVETTA,028,03,0,495505199
PRATT,LAWANA,046,03,1,058895037
HO,FRANKLYN,033,03,0,157903749
BECKER,EMOGENE,034,00,0,223253764
JARVIS,TERRELL,046,00,1,129479303
HOLDEN,DUDLEY,016,02,1,158578567
WILKINS,SHONDRA,003,02,1,229802666
HAMMOND,DOTTY,035,01,0,187607002
BREWER,MONA,052,03,0,392724832
ROBERTS,ANTIONETTE,018,02,1,029132952
SHEPPARD,MATHILDA,059,01,0,548144232
MUELLER,TONY,011,01,0,439958922
LUNA,IVORY,038,00,1,386713640
HO,SUZETTE,017,03,1,537541664
KELLY,NATIVIDAD,031,00,0,906751034
MCMAHON,KARMEN,040,01,0,235968148
SHEPHERD,STEVIE,011,02,0,025203960
HORN,SHANTELL,005,02,1,255805396
MALDONADO,JAY,059,00,0,111815318
MCCOY,JANNETTE,013,03,0,401096498
KENNEDY,KASEY,041,03,1,006510199
WYATT,ANNIKA,016,01,1,324692021
COFFEY,RICARDO,006,00,0,432529718
HOUSTON,EDEN,058,00,0,096933417
EWING,LYNNETTE,049,01,0,751544585
PAUL,LAKEISHA,010,01,0,094208778
YANG,FLOSSIE,035,01,0,069093198
ROBERTSON,LAUREL,070,03,0,002205072
JACOBSON,MICHELINE,028,01,0,547563843
MUELLER,LANNIE,003,00,0,019761304
BELL,FRANCESCO,053,03,0,281455489
ODOM,JERALDINE,057,03,0,402051314
MCCLAIN,NIGEL,072,03,0,294087676
DOYLE,CHARITY,059,03,1,111096650
BARR,JAMES,029,00,0,002053861
RASMUSSEN,CLEO,060,01,1,031028862
MANN,THOMASINE,021,03,1,076480051
SHAFFER,MERCY,045,03,1,376810248
BENTLEY,WANETA,047,02,1,305371035
CHURCH,RUBEN,069,01,0,028781015
HARVEY,MATTIE,018,01,0,939159529
FREDERICK,SELINA,042,01,1,039078296
ESCOBAR,SHALANDA,028,01,0,537858345
SNYDER,ELMER,054,02,0,266883674
MORAN,SHANELLE,012,03,1,255776469
ROBBINS,HORACE,056,03,1,593121394
WOODS,LYDA,013,03,0,047985988
OWEN,SALOME,006,01,1,101857044
KEITH,MARCELINE,004,02,0,274462288
CARRILLO,EVELYNN,033,03,1,460974696
RUBIO,KURTIS,007,02,1,011060381
STOKES,MARTIN,007,01,1,266633283
COLON,KIT,044,00,1,100809688
HOWELL,SIMONA,040,01,1,126762414
PARK,CARLEE,053,01,0,026707008
WALKER,ENRIQUE,055,01,0,320493987
MEJIA,GUSSIE,015,01,1,929718612
CRAWFORD,QUEEN,051,03,0,099527701
FRANCO,GALINA,060,02,0,177214697
WEEKS,ALFREDIA,078,00,1,068916017
SIMS,STEPHANY,047,01,1,208286569
ROBERSON,OCIE,033,00,1,090123397
OBRIEN,ROBBIE,068,02,1,020322066
JOHNSTON,KATERINE,003,01,1,340112602
MORTON,ROLF,058,03,1,033168215
RILEY,WADE,035,01,1,940921200
LAMBERT,ASTRID,001,01,0,074281132
MORROW,DEMETRIA,109,01,0,217581051
MONROE,JAROD,014,00,1,010634618
OCHOA,KERI,050,01,1,187596287
TAPIA,MADGE,003,03,0,458023442
SOLIS,JONELLE,059,02,0,632488266
SCHMIDT,PAMALA,031,02,0,028733793
QUINN,ARLETTE,006,02,1,581386183
COOLEY,MARK,080,03,1,013916856
MCKAY,REGINALD,048,02,0,144267942
NORMAN,SOL,015,02,0,167851792
HARRELL,DEBERA,056,03,0,797775208
RICE,ETTIE,003,03,0,162245751
MCKENZIE,TREVOR,019,02,0,075325068
NORTON,CHARLSIE,024,01,1,018683825
LOWE,TAWANDA,055,02,0,226789131
THOMPSON,LOLA,021,00,1,362669142
SANTOS,THANH,005,03,0,273718849
SPARKS,GARNET,025,01,1,429452119
FUENTES,ROCIO,041,03,1,526290813
MCCANN,DELORIS,008,01,0,058769526
GUZMAN,ZACHERY,016,02,1,014770108
BARKER,EVIA,016,00,1,087251562
JENSEN,KEVEN,056,03,1,682688152
MCGUIRE,EMILE,001,02,0,545760851
DUNCAN,ALEXANDER,027,00,0,055313851
RAYMOND,MAISIE,054,01,1,243124163
DICKERSON,CARMELITA,055,00,0,140028003
ROSE,KIRSTIN,018,00,0,276133276
CARNEY,COLLIN,029,00,0,123751741
HINES,KITTIE,003,03,1,496696142
WILSON,SON,060,03,0,065053191
BREWER,JUSTIN,073,03,0,084846556
WOODARD,IDALIA,057,01,1,361960476
CLARKE,EDNA,024,01,0,039122397
CASTRO,JAIME,055,01,1,004960761
AUSTIN,GARTH,022,01,0,128305804
FISCHER,JAYMIE,009,01,1,019049262
HORN,INELL,053,00,0,256042727
HOPKINS,KERMIT,057,00,0,292201432
SHANNON,GERALD,037,02,0,421931750
ROMERO,MARK,055,02,1,206487073
BRYANT,MISTI,070,02,0,029638242
LOWE,KATHERIN,056,03,1,015700019
PUGH,BERTRAM,037,03,1,011702406
SILVA,FOSTER,032,01,0,085922648
BALDWIN,JANI,009,01,1,277711378
DAVIS,SANTOS,040,00,0,742754930
LUTZ,HAZEL,024,01,1,771755877
WILLIAMS,CHARLES,013,03,0,143228193
COOK,DENISE,028,03,0,203974589
COOPER,SOMMER,030,01,1,089888090
KERR,SHARI,090,00,1,075048201
YODER,RYAN,053,03,0,049153480
ROBERSON,ALYSSA,007,07,1,731836031
HODGE,DAYNA,027,00,0,136209307
KERR,AGUEDA,034,00,0,050318198
LEONARD,ROSANN,009,00,0,543786429
HICKS,BRITTANY,028,00,1,169019591
WISE,JAMIE,016,01,1,323706525
CHAPMAN,VEDA,029,03,0,164303087
BAKER,LUCIA,009,02,0,727939427
CHAN,LESTER,046,00,0,542168042
WYATT,ROBBYN,053,01,0,325223085
MARQUEZ,ASHLY,073,02,1,306000172
MAY,VON,052,00,0,444565016
KIM,RICH,026,01,0,101432038
MORROW,GIL,008,01,0,139040060
RAMIREZ,SARITA,015,00,1,476159722
ELLISON,MARGRETT,042,03,0,491841141
HARRELL,ADALBERTO,064,03,1,411590643
SNYDER,BARNEY,054,00,1,033595907
GALLOWAY,MARGARITO,032,00,1,228511182
GUTIERREZ,LORINDA,040,03,1,562813339
HEBERT,KARIMA,050,00,0,116881257
HOUSTON,LAVERNE,020,01,0,382207093
ROBERTS,DEON,036,03,1,678475539
CUNNINGHAM,CHARLEY,060,03,0,009172351
RUIZ,BRADLY,046,00,0,242500147
RUSH,NERY,028,02,0,314606083
HOFFMAN,ELANE,054,02,0,437982333
TRAVIS,VALENE,011,00,0,306981227
PETERS,HOBERT,004,00,0,189202997
WALTER,ALONSO,028,03,0,001005006
BURNETT,ORLANDO,048,02,0,120028885
CANTRELL,HOLLY,048,03,1,304317140
CABRERA,VETA,008,02,1,845900320
LLOYD,CLAUDETTE,022,01,1,072585576
HUNT,RICK,010,01,0,489728822
VILLARREAL,JESSIKA,051,01,1,120325983
BERG,RACHEL,091,00,0,078302019
HINES,WEN,010,01,0,072250967
HUERTA,DEANA,012,02,0,235013740
RICHARDSON,CELESTA,055,02,1,112243913
CAMPBELL,YADIRA,016,02,0,113681107
GILBERT,GWENDOLYN,055,02,1,221167649
CHRISTENSEN,MARIEL,035,00,0,038945283
KLINE,ELLI,007,01,1,892130157
HAYDEN,VALLIE,015,01,0,211864865
ALLISON,JANET,005,01,0,037724821
TRUJILLO,KEREN,043,00,0,010124786
ARROYO,DIONNA,027,01,0,060699310
BEAN,CHARIS,041,01,0,467613012
GOULD,UN,034,00,1,355405569
RITTER,VONDA,023,01,1,128519314
SUTTON,TIFFANIE,004,01,1,119374137
BLACK,ROSANNE,019,02,0,058469471
JENSEN,TONY,037,02,1,104779990
OLSEN,BRADY,057,02,0,161249336
HOOVER,CARMELLA,060,03,0,006699679
